Keck0001.csv,True
Keck0002.csv,False
Keck0003.csv,False
Keck0004.csv,True
Keck0005.csv,False
Keck0006.csv,False
Keck0007.csv,True
Keck0008.csv,False
Keck0009.csv,True
Keck0010.csv,False
Keck0011.csv,False
Keck0012.csv,False
Keck0013.csv,True
Keck0014.csv,False
Keck0015.csv,True
Keck0016.csv,False
Keck0017.csv,False
Keck0018.csv,True
Keck0019.csv,False
Keck0020.csv,False
Keck0021.csv,False
Keck0022.csv,False
Keck0023.csv,True
Keck0024.csv,False
Keck0025.csv,False
Keck0026.csv,True
Keck0027.csv,False
Keck0028.csv,False
Keck0029.csv,False
Keck0030.csv,True
Keck0031.csv,False
Keck0032.csv,True
Keck0033.csv,True
Keck0034.csv,False
Keck0035.csv,True
Keck0036.csv,False
Keck0037.csv,False
Keck0038.csv,False
Keck0039.csv,False
Keck0040.csv,True
Keck0041.csv,False
Keck0042.csv,False
Keck0043.csv,True
Keck0044.csv,True
Keck0045.csv,False
Keck0046.csv,False
Keck0047.csv,False
Keck0048.csv,False
Keck0049.csv,False
Keck0050.csv,True
Keck0051.csv,False
Keck0052.csv,True
Keck0053.csv,True
Keck0054.csv,True
Keck0055.csv,True
Keck0056.csv,False
Keck0057.csv,True
Keck0058.csv,False
Keck0059.csv,True
Keck0060.csv,True
Keck0061.csv,False
Keck0062.csv,True
Keck0063.csv,False
Keck0064.csv,False
Keck0065.csv,True
Keck0066.csv,False
Keck0067.csv,True
Keck0068.csv,True
Keck0069.csv,False
Keck0070.csv,False
Keck0071.csv,False
Keck0072.csv,False
Keck0073.csv,True
Keck0074.csv,False
Keck0075.csv,True
Keck0076.csv,True
Keck0077.csv,True
Keck0078.csv,False
Keck0079.csv,False
Keck0080.csv,True
Keck0081.csv,False
Keck0082.csv,True
Keck0083.csv,False
Keck0084.csv,True
Keck0085.csv,False
Keck0086.csv,False
Keck0087.csv,False
Keck0088.csv,True
Keck0089.csv,True
Keck0090.csv,True
Keck0091.csv,True
Keck0092.csv,True
Keck0093.csv,False
Keck0094.csv,False
Keck0095.csv,False
Keck0096.csv,True
Keck0097.csv,False
Keck0098.csv,False
Keck0099.csv,True
Keck0100.csv,False
Keck0101.csv,True
Keck0102.csv,False
Keck0103.csv,False
Keck0104.csv,True
Keck0105.csv,False
Keck0106.csv,False
Keck0107.csv,False
Keck0108.csv,True
Keck0109.csv,True
Keck0110.csv,True
Keck0111.csv,False
Keck0112.csv,False
Keck0113.csv,False
Keck0114.csv,False
Keck0115.csv,True
Keck0116.csv,False
Keck0117.csv,True
Keck0118.csv,True
Keck0119.csv,True
Keck0120.csv,False
